GeneID	ACF001	ACF002	ACF004	ACF006	ALI001	ALI003	ALI006	ALI007
"LOC100131953"	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0
"PARP11"	0.0	76.0	13.0	1.0	0.0	0.0	0.0	0.0
"NCEH1"	0.0	143.0	100.0	0.0	0.0	0.0	107.0	12.0
"FAM35CP"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"MIR137HG"	0.0	62.0	0.0	0.0	0.0	57.0	0.0	0.0
"LOC388906"	0.0	0.0	74.0	0.0	0.0	0.0	0.0	1.0
"MYL6B"	165.0	612.0	277.0	208.0	1.0	279.0	0.0	40.0
"LOC100287651"	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0
"CDK5PS"	0.0	0.0	0.0	28.0	0.0	0.0	159.0	0.0
"WBP1LP2"	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0
"RAB33A"	61.0	0.0	59.0	0.0	0.0	0.0	0.0	67.0
"RAB33B"	30.0	41.0	0.0	0.0	285.0	0.0	0.0	0.0
"ALOX12B"	0.0	115.0	89.0	0.0	177.0	0.0	0.0	0.0
"AAMDC"	268.0	160.0	136.0	0.0	0.0	2.0	26.0	52.0
"NQO1"	732.0	442.0	300.0	353.0	286.0	122.0	347.0	46.0
"NQO2"	193.0	50.0	80.0	373.0	0.0	120.0	220.0	51.0
"CDK5R2"	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0
"CDK5R1"	1.0	1.0	0.0	29.0	0.0	0.0	130.0	131.0
"LOC100419812"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC100420801"	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC100420802"	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0
"SMEK1"	302.0	416.0	173.0	298.0	722.0	136.0	104.0	281.0
"SMEK2"	470.0	305.0	115.0	597.0	0.0	172.0	175.0	93.0
"HDLBP"	4187.0	4438.0	2447.0	3150.0	2630.0	2336.0	1886.0	1651.0
"5-HT3C2"	64.0	33.0	1.0	0.0	0.0	0.0	0.0	71.0
"CHCHD4"	14.0	60.0	0.0	27.0	171.0	44.0	65.0	70.0
"CHCHD5"	854.0	766.0	97.0	335.0	194.0	83.0	338.0	641.0
"CHCHD2"	1873.0	2941.0	1058.0	3992.0	1537.0	1294.0	607.0	1479.0
"CHCHD3"	75.0	68.0	0.0	153.0	189.0	37.0	13.0	142.0
"CHCHD6"	0.0	0.0	0.0	69.0	0.0	0.0	0.0	58.0
"CHCHD7"	303.0	284.0	119.0	219.0	313.0	164.0	50.0	212.0
"RPS3P4"	3.0	8.0	3.0	2.0	3.0	3.0	4.0	35.0
"RPS3P2"	0.0	0.0	0.0	0.0	224.0	0.0	0.0	0.0
"CHCHD1"	250.0	244.0	60.0	144.0	4.0	61.0	47.0	79.0
"LOC100287613"	213.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"RPS3P7"	0.0	0.0	92.0	0.0	0.0	61.0	0.0	0.0
"LOC100419824"	0.0	32.0	63.0	155.0	258.0	15.0	201.0	36.0
"CD300A"	191.0	658.0	116.0	76.0	0.0	285.0	0.0	314.0
"LOC100420818"	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
"RPL39P39"	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
"PREPL"	440.0	90.0	286.0	0.0	0.0	173.0	99.0	45.0
"EPS15P1"	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0
"KLRF1"	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"KLRF2"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	34.0
"OR4K8P"	0.0	60.0	0.0	0.0	0.0	1.0	0.0	0.0
"CD300E"	47.0	82.0	59.0	377.0	0.0	0.0	47.0	124.0
"CD300C"	116.0	269.0	0.0	0.0	0.0	0.0	0.0	225.0
"LOC100287625"	0.0	0.0	0.0	90.0	0.0	58.0	0.0	0.0
"LOC100419834"	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC100420823"	0.0	0.0	27.0	21.0	0.0	49.0	0.0	0.0
"AKNA"	1969.0	1478.0	869.0	4906.0	2113.0	375.0	1049.0	940.0
"KLRB1"	197.0	284.0	56.0	0.0	418.0	24.0	86.0	75.0
"LOC100420828"	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0
"CTTNBP2"	0.0	84.0	120.0	303.0	0.0	92.0	0.0	34.0
"AC104655.2"	120.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0
"NCF1B"	630.0	272.0	421.0	796.0	0.0	0.0	96.0	54.0
"NCF1C"	7.0	483.0	342.0	1650.0	3.0	217.0	346.0	199.0
"CPLX2"	0.0	0.0	0.0	75.0	0.0	83.0	0.0	0.0
"CPLX1"	71.0	203.0	30.0	0.0	0.0	49.0	1.0	0.0
"LOC100420821"	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
"CPLX3"	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC100287632"	0.0	0.0	0.0	46.0	227.0	0.0	0.0	0.0
"VTI1BP3"	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"OR4K7P"	0.0	15.0	0.0	0.0	0.0	9.0	22.0	0.0
"KLRC1"	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC100419838"	0.0	33.0	0.0	0.0	0.0	0.0	0.0	86.0
"LOC100419845"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
"LOC100419842"	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
"LOC100420839"	0.0	0.0	24.0	45.0	0.0	0.0	0.0	0.0
"LOC100419840"	0.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0
"DSCR10"	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0
"FAS-AS1"	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"ACSF3"	96.0	390.0	687.0	675.0	1594.0	217.0	481.0	355.0
"RFXAP"	0.0	56.0	0.0	19.0	0.0	11.0	0.0	0.0
"COL20A1"	0.0	0.0	52.0	147.0	0.0	0.0	0.0	0.0
"KLRD1"	616.0	3.0	0.0	161.0	1.0	51.0	0.0	50.0
"LOC100419847"	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0
"LOC100419848"	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0
"OR4K6P"	0.0	132.0	0.0	26.0	0.0	0.0	0.0	0.0
"TSEN15"	0.0	0.0	0.0	1.0	0.0	9.0	80.0	20.0
"CTDSPL2"	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
"EGFL7"	36.0	475.0	61.0	674.0	215.0	131.0	182.0	483.0
"EGFL6"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
"NS3BP"	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0
"TRBJ1-4"	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0
"UBTFL1"	1.0	7.0	0.0	0.0	0.0	27.0	4.0	0.0
"EGFL8"	0.0	320.0	0.0	0.0	24.0	85.0	99.0	91.0
"UBTFL8"	0.0	0.0	0.0	0.0	0.0	14.0	51.0	0.0
"UBTFL7"	0.0	0.0	54.0	0.0	1.0	0.0	0.0	0.0
"TSEN34"	510.0	393.0	154.0	612.0	482.0	109.0	2.0	238.0
"OR52E7P"	0.0	0.0	0.0	55.0	0.0	0.0	0.0	58.0
"CD163L1"	12.0	0.0	1.0	15.0	165.0	88.0	0.0	0.0
"HPRTP4"	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
"PRELP"	1.0	134.0	55.0	26.0	460.0	0.0	110.0	298.0
"RBAKDN"	0.0	7.0	0.0	117.0	0.0	0.0	0.0	0.0
"RP11-154D6.1"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
"RPL39P28"	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0
"RPL39P34"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0
"RPL39P32"	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
"KLRG2"	0.0	0.0	0.0	111.0	0.0	94.0	0.0	0.0
"STRCP1"	1.0	5.0	106.0	27.0	0.0	0.0	15.0	47.0
"KLRG1"	45.0	87.0	0.0	39.0	0.0	0.0	0.0	0.0
"LOC100419801"	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0
"IMPA1P"	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
"RPL39P19"	0.0	171.0	0.0	0.0	0.0	0.0	0.0	54.0
"TBKBP1"	268.0	179.0	27.0	638.0	836.0	117.0	290.0	433.0
"LOC100419806"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
"LINC00540"	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"FLJ31104"	0.0	6.0	0.0	34.0	0.0	0.0	0.0	0.0
"FAM159B"	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0
"FAM159A"	1.0	130.0	0.0	2.0	0.0	276.0	0.0	62.0
"ALOXE3P1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
"ZEB1-AS1"	89.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0
"LINC00538"	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
"OR10Y1P"	0.0	0.0	0.0	26.0	0.0	141.0	0.0	0.0
"AKT2"	632.0	843.0	686.0	1583.0	601.0	614.0	817.0	567.0
"AKT3"	63.0	158.0	9.0	30.0	331.0	19.0	57.0	51.0
"LINC00534"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
"AKT1"	675.0	1925.0	658.0	3168.0	691.0	393.0	1191.0	850.0
"LINC00536"	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0
"PKNOX1"	37.0	46.0	0.0	136.0	0.0	29.0	184.0	120.0
"PKNOX2"	0.0	285.0	113.0	40.0	0.0	91.0	16.0	1.0
"TSTD3"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0
"TSTD1"	505.0	445.0	305.0	79.0	1118.0	566.0	327.0	219.0
"TSTD2"	106.0	0.0	0.0	1.0	0.0	81.0	0.0	213.0
"RP11-280K24.4"	0.0	0.0	0.0	0.0	0.0	60.0	0.0	71.0
"SEPSECS-AS1"	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
"FAM157C"	195.0	0.0	1.0	0.0	0.0	0.0	0.0	48.0
"FAM157A"	0.0	0.0	8.0	232.0	0.0	0.0	0.0	51.0
"LINC00528"	0.0	0.0	120.0	36.0	0.0	0.0	0.0	118.0
"SCGB1C1"	0.0	0.0	1.0	0.0	0.0	38.0	82.0	0.0
"LINC00523"	0.0	0.0	0.0	0.0	0.0	72.0	0.0	14.0
"FLJ45743"	0.0	0.0	69.0	49.0	0.0	0.0	0.0	0.0
"LINC00520"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
"SKAP1"	0.0	159.0	0.0	152.0	482.0	0.0	0.0	180.0
"LINC00521"	0.0	55.0	0.0	7.0	0.0	0.0	0.0	0.0
"SKAP2"	112.0	146.0	0.0	254.0	0.0	0.0	97.0	30.0
"EXD1"	58.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
"TSTA3"	1497.0	1144.0	1146.0	440.0	415.0	1170.0	1121.0	609.0
"EXD2"	1.0	41.0	33.0	44.0	0.0	25.0	126.0	0.0
"EXD3"	22.0	535.0	318.0	516.0	141.0	278.0	462.0	264.0
"CRABP2"	0.0	140.0	0.0	0.0	0.0	0.0	18.0	0.0
"RNF219"	0.0	185.0	93.0	2.0	0.0	0.0	22.0	0.0
"MEF2BNB-MEF2B"	0.0	198.0	211.0	0.0	304.0	443.0	145.0	254.0
"RNF212"	0.0	0.0	0.0	32.0	0.0	0.0	0.0	90.0
"SULT1A1"	1656.0	1210.0	1092.0	336.0	641.0	798.0	541.0	680.0
"RNF214"	146.0	0.0	42.0	0.0	0.0	175.0	110.0	0.0
"RNF213"	1984.0	2883.0	496.0	4062.0	1846.0	386.0	1354.0	1386.0
"RNF216"	207.0	150.0	116.0	376.0	394.0	239.0	0.0	506.0
"RNF215"	107.0	0.0	6.0	0.0	0.0	10.0	257.0	0.0
"SCGB1D2"	76.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
"RNF217"	0.0	99.0	0.0	34.0	0.0	30.0	0.0	139.0
"LINC00558"	0.0	84.0	0.0	0.0	0.0	66.0	83.0	0.0
"LINC00559"	0.0	0.0	0.0	57.0	0.0	0.0	0.0	58.0
"LINC00552"	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0
"SULT1A4"	6.0	6.0	71.0	0.0	11.0	6.0	0.0	10.0
"SULT1A3"	1.0	1.0	23.0	0.0	0.0	2.0	0.0	1.0
"SULT1A2"	761.0	130.0	217.0	253.0	1.0	536.0	363.0	197.0
"LINC00550"	0.0	34.0	0.0	22.0	0.0	0.0	100.0	0.0
"LINC00551"	0.0	75.0	0.0	86.0	0.0	0.0	0.0	0.0
"TIPARP"	116.0	0.0	0.0	79.0	0.0	0.0	0.0	12.0
"CDIPT-AS1"	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0
"RP11-730N24.1"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	31.0
"RNF223"	0.0	0.0	0.0	53.0	0.0	0.0	0.0	21.0
"TREML1"	0.0	615.0	0.0	2492.0	0.0	0.0	0.0	156.0
"RNF222"	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
"SULT1B1"	128.0	150.0	151.0	102.0	320.0	0.0	0.0	15.0
"RNF224"	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0
"TREML4"	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
"TREML2"	165.0	0.0	0.0	261.0	0.0	1.0	173.0	16.0
"LINC00547"	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0
"RNF220"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0
"LINC00544"	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
"ARHGAP9"	740.0	1689.0	182.0	1578.0	364.0	325.0	162.0	593.0
"SIGLEC9"	0.0	0.0	0.0	326.0	0.0	0.0	0.0	0.0
"ARHGAP8"	28.0	309.0	214.0	23.0	398.0	402.0	496.0	494.0
"ARHGAP1"	382.0	1134.0	305.0	1410.0	28.0	356.0	265.0	767.0
"PEAR1"	0.0	297.0	83.0	779.0	1.0	0.0	0.0	117.0
"ARHGAP5"	219.0	45.0	22.0	216.0	285.0	30.0	143.0	31.0
"ARHGAP6"	128.0	74.0	0.0	369.0	0.0	0.0	0.0	60.0
"ARHGAP4"	2047.0	3259.0	1789.0	4130.0	1586.0	1422.0	1362.0	1451.0
"SULT1C2"	49.0	0.0	0.0	37.0	0.0	0.0	23.0	117.0
"DLGAP1"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	58.0
"OR52B2"	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0
"DLGAP3"	0.0	0.0	0.0	34.0	0.0	0.0	70.0	153.0
"TPSAB1"	1443.0	2836.0	1277.0	350.0	416.0	872.0	1063.0	1073.0
"DLGAP5"	114.0	0.0	33.0	87.0	0.0	0.0	0.0	47.0
"OR52B6"	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0
"DLGAP4"	488.0	858.0	183.0	283.0	703.0	153.0	237.0	343.0
"METRN"	1161.0	643.0	579.0	283.0	844.0	118.0	108.0	634.0
"NR2F1-AS1"	0.0	0.0	0.0	83.0	0.0	0.0	0.0	22.0
"LOC90784"	205.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0
"WNT9B"	0.0	0.0	44.0	93.0	0.0	0.0	24.0	0.0
"SLC39A11"	119.0	71.0	7.0	1.0	281.0	144.0	127.0	9.0
"SLC39A10"	6.0	177.0	27.0	1.0	0.0	0.0	28.0	23.0
"SLC39A13"	346.0	248.0	125.0	510.0	536.0	49.0	54.0	181.0
"WNT9A"	0.0	0.0	0.0	0.0	0.0	162.0	0.0	1.0
"SLC39A12"	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
"SYS1-DBNDD2"	0.0	43.0	0.0	1.0	417.0	0.0	0.0	48.0
"PXDN"	0.0	279.0	99.0	49.0	225.0	0.0	35.0	225.0
"PPARG"	343.0	422.0	106.0	88.0	55.0	154.0	273.0	142.0
"PPARA"	400.0	107.0	92.0	169.0	112.0	15.0	77.0	22.0
"PPARD"	364.0	375.0	323.0	469.0	522.0	218.0	99.0	353.0
"OR52A5"	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
"CRB2"	0.0	206.0	0.0	116.0	0.0	0.0	0.0	206.0
"KRTAP25-1"	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0
"WNT8A"	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0
"CENPA"	96.0	54.0	0.0	0.0	0.0	89.0	139.0	0.0
"CENPB"	2739.0	4614.0	1340.0	8037.0	871.0	578.0	1049.0	1681.0
"CENPC"	178.0	78.0	0.0	172.0	0.0	69.0	0.0	94.0
"NRAS"	0.0	94.0	132.0	279.0	1.0	85.0	34.0	206.0
"EXOSC10"	98.0	358.0	122.0	92.0	285.0	144.0	0.0	172.0
"PRR14L"	2.0	137.0	99.0	155.0	685.0	43.0	196.0	158.0
"SULT1E1"	86.0	26.0	82.0	0.0	0.0	0.0	5.0	0.0
"NRAP"	0.0	200.0	0.0	0.0	0.0	71.0	0.0	27.0
"LINC00514"	0.0	1.0	66.0	2.0	0.0	0.0	0.0	0.0
"LINC00515"	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
"CENPT"	767.0	661.0	215.0	98.0	118.0	341.0	582.0	244.0
"CENPU"	0.0	66.0	52.0	26.0	305.0	16.0	33.0	79.0
"CENPV"	250.0	130.0	177.0	170.0	0.0	282.0	225.0	175.0
"CENPW"	0.0	160.0	0.0	190.0	0.0	0.0	129.0	18.0
"CRBN"	124.0	90.0	20.0	11.0	0.0	0.0	0.0	82.0
"WNT7B"	0.0	86.0	0.0	346.0	0.0	0.0	0.0	0.0
"COL22A1"	121.0	211.0	0.0	208.0	0.0	0.0	0.0	244.0
"WNT7A"	315.0	63.0	0.0	0.0	0.0	0.0	0.0	44.0
"CENPE"	255.0	49.0	26.0	63.0	1.0	123.0	49.0	39.0
"ERCC6-PGBD3"	31.0	296.0	37.0	0.0	0.0	0.0	1.0	11.0
"CENPH"	152.0	1.0	12.0	25.0	0.0	76.0	0.0	0.0
"ETNK2"	246.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
"LINC00506"	0.0	52.0	157.0	111.0	0.0	0.0	0.0	0.0
"CENPI"	114.0	120.0	53.0	30.0	0.0	0.0	104.0	11.0
"ETNK1"	402.0	342.0	109.0	342.0	812.0	48.0	226.0	134.0
"CENPJ"	1.0	0.0	0.0	0.0	0.0	0.0	68.0	110.0
"CENPK"	0.0	1.0	63.0	0.0	0.0	15.0	0.0	38.0
"CENPL"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0
"CENPM"	271.0	212.0	66.0	0.0	0.0	474.0	7.0	206.0
"CENPN"	233.0	100.0	0.0	243.0	0.0	1.0	448.0	63.0
"CENPO"	0.0	0.0	126.0	227.0	0.0	164.0	136.0	55.0
"SIGLEC1"	688.0	381.0	107.0	95.0	0.0	192.0	181.0	284.0
"SIGLEC8"	0.0	136.0	26.0	0.0	0.0	0.0	0.0	0.0
"CRAT"	659.0	656.0	634.0	1219.0	188.0	457.0	63.0	312.0
"CENPQ"	0.0	0.0	0.0	1.0	0.0	0.0	0.0	25.0
"SIGLEC6"	218.0	0.0	0.0	83.0	418.0	4.0	1.0	107.0
"CRB3"	308.0	214.0	410.0	161.0	15.0	100.0	154.0	210.0
"SIGLEC5"	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0
"CRCP"	395.0	216.0	0.0	223.0	0.0	36.0	108.0	85.0
"MEAF6P1"	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0
"NRD1"	289.0	436.0	295.0	593.0	12.0	73.0	205.0	502.0
"APOA1BP"	956.0	486.0	1262.0	156.0	444.0	465.0	326.0	500.0
"OR51T1"	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
"UPK3BL"	1.0	239.0	95.0	75.0	630.0	161.0	1.0	47.0
"MLIP-IT1"	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
"BOD1L1"	0.0	76.0	23.0	142.0	2.0	0.0	81.0	141.0
"CREM"	0.0	84.0	0.0	84.0	0.0	11.0	0.0	0.0
"TNRC18P3"	0.0	63.0	0.0	0.0	0.0	0.0	0.0	6.0
"TNRC18P2"	0.0	0.0	0.0	201.0	193.0	0.0	0.0	0.0
"NREP"	132.0	154.0	0.0	193.0	30.0	26.0	0.0	28.0
"NRF1"	140.0	123.0	218.0	237.0	419.0	0.0	0.0	63.0
"TNRC18P1"	0.0	88.0	9.0	63.0	0.0	0.0	0.0	0.0
"SLC9A3R2"	3969.0	9909.0	1278.0	13992.0	2042.0	371.0	4140.0	2376.0
"SLC9A3R1"	73.0	141.0	0.0	887.0	4.0	35.0	36.0	101.0
"LOC100128686"	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC100128681"	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0
"HNRNPDL"	245.0	215.0	144.0	481.0	1.0	375.0	159.0	224.0
"G3BP1"	599.0	553.0	125.0	678.0	3.0	39.0	476.0	480.0
"G3BP2"	183.0	590.0	8.0	846.0	215.0	145.0	101.0	294.0
"AC093391.2"	0.0	0.0	0.0	0.0	292.0	0.0	0.0	0.0
"LOC146880"	42.0	142.0	0.0	0.0	0.0	77.0	94.0	0.0
"TOX4P1"	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0
"LOC100128674"	0.0	0.0	104.0	92.0	0.0	0.0	0.0	0.0
"YRDC"	110.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0
"LOC100128676"	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0
"MEIS1-AS3"	0.0	0.0	0.0	75.0	0.0	0.0	47.0	0.0
"ZNF887P"	0.0	0.0	0.0	0.0	0.0	30.0	0.0	27.0
"TBXAS1"	193.0	471.0	81.0	364.0	151.0	85.0	131.0	0.0
"BOD1L2"	0.0	0.0	103.0	51.0	0.0	0.0	0.0	0.0
"TSNAX-DISC1"	0.0	43.0	0.0	183.0	0.0	0.0	0.0	0.0
"LINC00581"	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
"LINC00582"	0.0	0.0	0.0	0.0	0.0	65.0	0.0	12.0
"SNAP25"	0.0	0.0	0.0	64.0	0.0	0.0	23.0	0.0
"RMND1"	175.0	73.0	39.0	0.0	0.0	0.0	0.0	0.0
"SNAP23"	1.0	414.0	34.0	390.0	158.0	54.0	74.0	101.0
"NRGN"	0.0	1709.0	0.0	5244.0	0.0	0.0	27.0	259.0
"ALAD"	255.0	835.0	45.0	802.0	379.0	188.0	54.0	143.0
"SLC9A3P2"	0.0	0.0	107.0	6.0	1.0	0.0	0.0	0.0
"EXO1"	0.0	0.0	32.0	38.0	91.0	0.0	52.0	33.0
"PPP6R1"	909.0	838.0	721.0	562.0	0.0	533.0	653.0	797.0
"PPP6R2"	289.0	802.0	124.0	439.0	0.0	0.0	138.0	343.0
"PPP6R3"	433.0	802.0	276.0	542.0	809.0	208.0	113.0	190.0
"EXO5"	0.0	99.0	0.0	0.0	0.0	0.0	0.0	27.0
"LINC00574"	211.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0
"SNAP29"	581.0	796.0	349.0	77.0	485.0	239.0	67.0	86.0
"ATP6V0E2-AS1"	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0
"LINC00577"	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0
"LINC00570"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"ACTR3"	813.0	850.0	95.0	1220.0	353.0	103.0	220.0	211.0
"ACTR2"	625.0	1361.0	180.0	1406.0	208.0	241.0	298.0	174.0
"LINC00571"	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0
"ACTR6"	0.0	2.0	37.0	0.0	0.0	42.0	37.0	0.0
"ACTR5"	10.0	268.0	153.0	157.0	0.0	0.0	59.0	1.0
"SPACA1"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
"NRG1"	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0
"NRG2"	0.0	0.0	0.0	0.0	0.0	77.0	7.0	0.0
"ACTR8"	0.0	335.0	70.0	423.0	1.0	42.0	71.0	129.0
"LINC00202-2"	0.0	60.0	0.0	0.0	28.0	0.0	0.0	73.0
"MUC5AC"	494.0	467.0	410.0	164.0	2.0	328.0	47.0	524.0
"LINC00202-1"	0.0	210.0	0.0	0.0	0.0	0.0	0.0	21.0
"IMPACT"	0.0	0.0	0.0	82.0	1.0	0.0	79.0	31.0
"LRTOMT"	0.0	105.0	38.0	52.0	0.0	32.0	0.0	79.0
"NRG3"	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0
"NRG4"	0.0	0.0	3.0	0.0	0.0	32.0	0.0	0.0
"IMPAD1"	0.0	100.0	281.0	70.0	0.0	225.0	55.0	225.0
"MYO3A"	121.0	1.0	22.0	29.0	261.0	0.0	0.0	0.0
"RNU105A"	1.0	0.0	38.0	0.0	0.0	0.0	0.0	14.0
"SPACA4"	1.0	74.0	15.0	0.0	0.0	0.0	7.0	0.0
"SPACA7"	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0
"LINC00565"	0.0	86.0	19.0	19.0	0.0	0.0	0.0	100.0
"SNAP47"	306.0	0.0	81.0	78.0	34.0	63.0	194.0	61.0
"PSAT1P3"	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"RPS23P4"	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"PSAT1P1"	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"RPS23P8"	16.0	78.0	4.0	5.0	1.0	5.0	5.0	8.0
"BAHD1"	106.0	233.0	96.0	340.0	38.0	192.0	56.0	189.0
"RPS23P6"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0
"IGF2BP1"	49.0	2.0	0.0	53.0	144.0	0.0	90.0	0.0
"IGF2BP3"	124.0	0.0	35.0	334.0	0.0	61.0	8.0	42.0
"IGF2BP2"	267.0	423.0	126.0	352.0	4.0	317.0	14.0	65.0
"WHAMM"	1.0	376.0	0.0	194.0	0.0	83.0	86.0	59.0
"HNRNPA1"	1273.0	685.0	728.0	429.0	1072.0	1066.0	624.0	895.0
"DOCK11P1"	0.0	118.0	37.0	0.0	0.0	16.0	0.0	30.0
"LINC00598"	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0
"HNRNPA0"	841.0	1535.0	198.0	2406.0	729.0	195.0	744.0	764.0
"LINC00599"	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0
"LINC00592"	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0
"LINC00593"	0.0	0.0	0.0	0.0	0.0	60.0	60.0	0.0
"HNRNPA3"	22.0	1.0	0.0	61.0	0.0	0.0	0.0	0.0
"EXTL3-AS1"	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0
"IGHVIII-16-1"	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0
"MYO10"	0.0	702.0	78.0	349.0	132.0	2.0	65.0	91.0
"EXOG"	0.0	35.0	0.0	36.0	193.0	34.0	63.0	0.0
"HNRNPAB"	884.0	720.0	469.0	427.0	321.0	206.0	586.0	1276.0
