GeneID	ACF001	ACF002	ACF004	ACF006	ALI001	ALI003	ALI006	ALI007
"AP4S1"	0.0	149.0	0.0	101.0	151.0	0.0	0.0	0.0
"KDSR"	0.0	105.0	65.0	0.0	1.0	45.0	186.0	40.0
"LOC100129526"	121.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
"INADL"	39.0	47.0	8.0	107.0	0.0	14.0	0.0	56.0
"LOC100129527"	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
"BFSP2"	0.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0
"LOC100129520"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0
"CLPTM1L"	513.0	509.0	166.0	335.0	308.0	509.0	286.0	765.0
"LOC100130584"	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
"FLJ44838"	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0
"IGHV3-60"	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
"AP4M1"	579.0	118.0	89.0	138.0	327.0	174.0	206.0	155.0
"NKX3-2"	23.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0
"NKX3-1"	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0
"IGHV3-72"	0.0	93.0	0.0	0.0	25.0	1.0	0.0	49.0
"IGHV3-74"	0.0	35.0	3.0	68.0	3.0	53.0	0.0	23.0
"VPS9D1"	132.0	307.0	226.0	158.0	601.0	124.0	124.0	179.0
"IGHV3-75"	0.0	0.0	0.0	0.0	514.0	0.0	0.0	0.0
"LOC100130520"	0.0	160.0	0.0	317.0	17.0	0.0	95.0	100.0
"IGHV3-43"	0.0	0.0	0.0	41.0	170.0	49.0	0.0	0.0
"SRSF1"	540.0	1198.0	229.0	1763.0	126.0	212.0	435.0	360.0
"IGHV3-48"	123.0	81.0	0.0	0.0	262.0	0.0	0.0	126.0
"IGHV3-49"	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0
"LOC100129577"	0.0	0.0	0.0	65.0	423.0	0.0	0.0	0.0
"MTHFSD"	170.0	0.0	93.0	328.0	284.0	0.0	162.0	0.0
"AL022344.4"	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0
"LOC100129574"	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
"E2F1"	157.0	151.0	126.0	541.0	0.0	70.0	79.0	221.0
"E2F2"	75.0	830.0	44.0	817.0	0.0	72.0	285.0	128.0
"E2F3"	0.0	87.0	18.0	125.0	0.0	64.0	0.0	1.0
"E2F4"	447.0	586.0	433.0	1974.0	78.0	145.0	219.0	845.0
"E2F5"	0.0	111.0	0.0	0.0	113.0	169.0	0.0	70.0
"E2F6"	0.0	0.0	121.0	1.0	0.0	0.0	0.0	0.0
"E2F7"	37.0	0.0	0.0	45.0	0.0	93.0	0.0	0.0
"KC6"	0.0	103.0	0.0	20.0	0.0	0.0	0.0	0.0
"E2F8"	98.0	0.0	0.0	128.0	0.0	0.0	0.0	65.0
"LOC100130532"	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
"STARD7-AS1"	0.0	512.0	0.0	39.0	165.0	71.0	81.0	114.0
"IGHV3-53"	0.0	19.0	0.0	0.0	23.0	1.0	0.0	0.0
"STYK1"	108.0	57.0	0.0	43.0	0.0	32.0	71.0	21.0
"MAP1LC3B2"	72.0	5.0	0.0	2.0	0.0	0.0	0.0	36.0
"OR5P1P"	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
"KCP"	152.0	0.0	119.0	272.0	33.0	0.0	0.0	0.0
"LYPLA1P3"	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"ICAM2"	1.0	849.0	562.0	470.0	293.0	277.0	352.0	451.0
"ICAM3"	1411.0	1797.0	424.0	4831.0	265.0	529.0	1155.0	524.0
"ICAM4"	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0
"ICAM5"	27.0	10.0	0.0	107.0	0.0	79.0	0.0	0.0
"IKZF1"	518.0	139.0	89.0	547.0	0.0	0.0	218.0	278.0
"IKZF2"	0.0	86.0	0.0	184.0	0.0	26.0	0.0	40.0
"IKZF3"	1256.0	661.0	406.0	875.0	618.0	163.0	872.0	950.0
"GAREML"	98.0	0.0	0.0	4.0	84.0	217.0	20.0	16.0
"IKZF4"	0.0	132.0	0.0	35.0	182.0	0.0	116.0	42.0
"IKZF5"	78.0	103.0	0.0	0.0	0.0	0.0	5.0	0.0
"ICAM1"	105.0	299.0	112.0	149.0	0.0	114.0	59.0	207.0
"SRD5A3-AS1"	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0
"TOPAZ1"	0.0	0.0	79.0	0.0	0.0	0.0	78.0	19.0
"PI4KAP1"	52.0	0.0	0.0	98.0	0.0	51.0	10.0	63.0
"PI4KAP2"	102.0	1.0	0.0	242.0	0.0	22.0	2.0	1.0
"KDR"	178.0	1.0	0.0	89.0	0.0	40.0	48.0	0.0
"RP11-75F3.1"	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0
"COL11A2P1"	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0
"KEL"	182.0	257.0	0.0	0.0	0.0	0.0	1.0	111.0
"TMEM63A"	1427.0	433.0	1061.0	526.0	847.0	255.0	250.0	180.0
"TMEM63B"	355.0	351.0	612.0	104.0	11.0	716.0	661.0	481.0
"TMEM63C"	0.0	189.0	96.0	272.0	0.0	222.0	0.0	2.0
"LOC554206"	0.0	0.0	0.0	252.0	0.0	0.0	1.0	0.0
"FAM9B"	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
"BRI3BP"	0.0	174.0	151.0	47.0	1.0	0.0	98.0	12.0
"LOC100130500"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
"MKNK2P1"	0.0	0.0	0.0	0.0	0.0	94.0	0.0	1.0
"LOC100130502"	0.0	0.0	0.0	0.0	61.0	0.0	0.0	30.0
"MAGI2-AS3"	0.0	58.0	0.0	57.0	0.0	10.0	0.0	0.0
"MON1A"	0.0	56.0	197.0	171.0	0.0	54.0	439.0	0.0
"MON1B"	316.0	749.0	204.0	1300.0	87.0	175.0	1.0	429.0
"AP4E1"	0.0	0.0	39.0	79.0	327.0	0.0	0.0	0.0
"LOC100996695"	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
"RP11-314D7.2"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0
"KHK"	46.0	1.0	286.0	116.0	0.0	132.0	0.0	5.0
"UIMC1"	82.0	126.0	1.0	1054.0	5.0	61.0	104.0	317.0
"LOC100996699"	0.0	97.0	0.0	0.0	0.0	0.0	190.0	0.0
"PHGDH"	1.0	112.0	339.0	148.0	0.0	300.0	421.0	26.0
"RPL7L1P11"	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0
"LOC100129507"	82.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0
"RP11-392P7.6"	55.0	0.0	0.0	64.0	0.0	74.0	0.0	33.0
"KIN"	318.0	43.0	38.0	138.0	0.0	0.0	52.0	6.0
"ANKFN1"	0.0	0.0	42.0	0.0	7.0	0.0	107.0	0.0
"KIT"	18.0	0.0	0.0	47.0	0.0	75.0	0.0	1.0
"AFAP1-AS1"	0.0	0.0	18.0	85.0	0.0	53.0	0.0	0.0
"SOX2-OT"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	53.0
"KIAA1324L"	20.0	227.0	0.0	0.0	0.0	91.0	7.0	0.0
"CYP3AP1"	1.0	11.0	29.0	41.0	187.0	68.0	0.0	27.0
"CYP3AP2"	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0
"SFTPA3P"	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0
"IGKV1-9"	6.0	61.0	66.0	0.0	430.0	0.0	93.0	19.0
"IGKV1-8"	77.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
"IGKV1-6"	0.0	52.0	0.0	29.0	0.0	187.0	125.0	0.0
"IGKV1-5"	89.0	46.0	142.0	83.0	122.0	518.0	1.0	306.0
"SGSM1"	0.0	1.0	25.0	223.0	0.0	44.0	52.0	0.0
"SEMG2"	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
"SGSM3"	1310.0	1806.0	1590.0	724.0	893.0	1230.0	503.0	1514.0
"SGSM2"	0.0	0.0	0.0	351.0	0.0	0.0	36.0	0.0
"LOC102724094"	28.0	61.0	285.0	482.0	0.0	0.0	0.0	416.0
"LOC102724095"	0.0	0.0	0.0	39.0	0.0	1.0	0.0	0.0
"WWP1P1"	1.0	0.0	0.0	0.0	0.0	30.0	134.0	0.0
"ZNF252P-AS1"	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0
"FAM3B"	0.0	0.0	0.0	28.0	472.0	0.0	0.0	0.0
"FAM3A"	554.0	927.0	1250.0	284.0	850.0	403.0	636.0	665.0
"FAM3D"	8211.0	9795.0	8296.0	480.0	11090.0	5470.0	3981.0	4929.0
"FAM3C"	50.0	0.0	46.0	0.0	319.0	0.0	0.0	31.0
"LOC100418848"	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
"MMGT1"	62.0	371.0	0.0	95.0	174.0	86.0	55.0	68.0
"ACOT11"	0.0	95.0	227.0	0.0	435.0	94.0	137.0	74.0
"THOC7-AS1"	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
"PHGR1"	10035.0	11834.0	9021.0	1906.0	9601.0	7737.0	4285.0	7433.0
"ACOT12"	0.0	67.0	0.0	0.0	0.0	0.0	0.0	35.0
"ACOT13"	284.0	221.0	111.0	21.0	593.0	345.0	0.0	228.0
"KMO"	0.0	0.0	0.0	320.0	0.0	0.0	0.0	24.0
"LOC100996660"	0.0	59.0	0.0	117.0	0.0	100.0	0.0	0.0
"CCNB1IP1"	55.0	168.0	0.0	3.0	2.0	41.0	155.0	0.0
"CENPCP1"	0.0	0.0	0.0	0.0	110.0	1.0	0.0	85.0
"TYROBP"	534.0	1890.0	754.0	2654.0	1195.0	307.0	391.0	515.0
"LOC100996668"	0.0	0.0	0.0	0.0	0.0	37.0	21.0	0.0
"LOC100996665"	0.0	82.0	0.0	2.0	0.0	0.0	0.0	0.0
"TSG101"	170.0	31.0	47.0	200.0	1.0	206.0	35.0	116.0
"LOC100418862"	77.0	98.0	28.0	0.0	26.0	0.0	0.0	0.0
"TRBV5-1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0
"TRBV5-5"	0.0	173.0	0.0	85.0	0.0	0.0	0.0	0.0
"TRBV5-6"	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0
"AC011899.9"	177.0	159.0	0.0	131.0	283.0	0.0	0.0	38.0
"PPIL1P1"	159.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
"SUGT1P1"	107.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
"SUGT1P3"	0.0	75.0	9.0	0.0	0.0	0.0	40.0	0.0
"LOC400940"	0.0	0.0	0.0	0.0	1.0	0.0	51.0	0.0
"AP4B1"	399.0	199.0	310.0	233.0	77.0	185.0	209.0	144.0
"UVSSA"	0.0	261.0	31.0	271.0	192.0	129.0	109.0	104.0
"MIR1244-3"	558.0	295.0	251.0	28.0	943.0	358.0	346.0	196.0
"LOC102724050"	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0
"AC005594.3"	0.0	0.0	0.0	0.0	0.0	193.0	0.0	0.0
"LOC102724059"	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC102724053"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0
"LMNB2"	493.0	898.0	345.0	558.0	658.0	370.0	313.0	1141.0
"LTB4R"	550.0	742.0	367.0	58.0	16.0	412.0	16.0	109.0
"LMNB1"	385.0	864.0	0.0	192.0	0.0	62.0	222.0	116.0
"MKL2"	0.0	127.0	0.0	0.0	0.0	1.0	0.0	32.0
"LOC102724060"	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"MKKS"	382.0	114.0	81.0	95.0	129.0	220.0	125.0	54.0
"MKL1"	308.0	1181.0	815.0	1514.0	12.0	337.0	338.0	900.0
"LOC102724065"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0
"LOC102724064"	0.0	200.0	0.0	0.0	313.0	0.0	74.0	0.0
"LOC100996624"	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0
"IFIT1B"	0.0	28.0	1.0	98.0	0.0	0.0	0.0	24.0
"LOC100418822"	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
"LOC102724072"	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0
"LOC102724073"	0.0	96.0	0.0	0.0	0.0	62.0	0.0	0.0
"SFSWAP"	437.0	426.0	542.0	154.0	0.0	196.0	254.0	273.0
"LOC102724070"	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
"NT5C2"	175.0	130.0	44.0	55.0	0.0	3.0	196.0	175.0
"RP11-799P8.1"	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
"LOC102724075"	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0
"LOC102724077"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
"LOC100996637"	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"LOC100996634"	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TRDMT1"	0.0	70.0	24.0	26.0	518.0	49.0	0.0	19.0
"LOC102724082"	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0
"LOC100418832"	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0
"URGCP"	212.0	26.0	407.0	357.0	554.0	149.0	36.0	343.0
"LOC102724081"	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
"AC097500.2"	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
"YY1AP1"	539.0	490.0	162.0	1039.0	234.0	186.0	560.0	289.0
"LOC102724088"	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0
"LOC100996643"	0.0	0.0	0.0	0.0	0.0	0.0	34.0	49.0
"COL7A1"	372.0	279.0	821.0	178.0	0.0	324.0	3.0	112.0
"LOC100418835"	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
"EIF4HP1"	0.0	0.0	4.0	0.0	0.0	79.0	2.0	1.0
"DQX1"	0.0	213.0	162.0	0.0	0.0	1.0	79.0	43.0
"LOC102724255"	0.0	0.0	0.0	207.0	0.0	1.0	0.0	0.0
"WDR86"	117.0	169.0	119.0	23.0	0.0	132.0	0.0	1.0
"LOC102724258"	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR83"	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0
"EIF4HP2"	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC102724257"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
"LOC102724252"	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0
"LOC102724251"	3.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0
"WDR87"	0.0	0.0	93.0	0.0	0.0	1.0	54.0	135.0
"LOC102724254"	0.0	121.0	0.0	1.0	0.0	0.0	0.0	0.0
"WDR88"	0.0	207.0	24.0	0.0	0.0	0.0	238.0	42.0
"LOC102724253"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"WDR92"	95.0	0.0	189.0	86.0	0.0	0.0	68.0	0.0
"LOC102724259"	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0
"WDR93"	1.0	97.0	73.0	0.0	0.0	0.0	0.0	103.0
"WDR90"	481.0	145.0	78.0	89.0	558.0	161.0	2.0	204.0
"WDR91"	0.0	299.0	0.0	0.0	1.0	33.0	45.0	42.0
"LOC100418696"	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR74"	527.0	676.0	387.0	468.0	11.0	140.0	48.0	373.0
"WDR75"	142.0	127.0	166.0	158.0	177.0	96.0	96.0	155.0
"WDR72"	0.0	37.0	20.0	0.0	0.0	0.0	56.0	0.0
"WDR73"	133.0	239.0	32.0	35.0	0.0	137.0	288.0	252.0
"WDR78"	0.0	0.0	0.0	28.0	0.0	0.0	0.0	11.0
"HCFC2"	0.0	172.0	0.0	79.0	0.0	0.0	0.0	0.0
"KNSTRN"	0.0	61.0	25.0	52.0	0.0	0.0	0.0	33.0
"LOC102724262"	0.0	127.0	1.0	57.0	0.0	0.0	0.0	0.0
"WDR76"	0.0	125.0	63.0	56.0	178.0	0.0	0.0	73.0
"LOC102724265"	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
"WDR77"	298.0	428.0	124.0	479.0	587.0	104.0	45.0	17.0
"HCFC1"	784.0	649.0	386.0	1025.0	508.0	176.0	596.0	922.0
"RPS13P3"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"RPS13P2"	4.0	2.0	174.0	1.0	1.0	0.0	1.0	5.0
"WDR81"	547.0	1068.0	223.0	1183.0	2017.0	193.0	302.0	467.0
"WDR82"	209.0	637.0	421.0	984.0	341.0	1.0	173.0	492.0
"PARD3"	152.0	485.0	13.0	402.0	261.0	66.0	83.0	44.0
"LOC400891"	0.0	0.0	0.0	0.0	0.0	118.0	20.0	0.0
"LOC390997"	84.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0
"SNORD3B-1"	1.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC102724272"	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
"WDR63"	0.0	0.0	28.0	0.0	0.0	0.0	0.0	46.0
"WDR64"	0.0	0.0	20.0	54.0	0.0	0.0	0.0	0.0
"LOC102724277"	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
"WDR61"	0.0	130.0	118.0	79.0	0.0	0.0	39.0	96.0
"WDR62"	292.0	0.0	319.0	113.0	92.0	162.0	0.0	56.0
"LOC102724273"	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0
"LOC102724276"	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR66"	0.0	98.0	6.0	86.0	0.0	0.0	0.0	30.0
"BLOC1S4"	0.0	305.0	101.0	450.0	196.0	58.0	98.0	52.0
"XKRX"	127.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"OSER1-AS1"	65.0	89.0	0.0	61.0	0.0	73.0	58.0	66.0
"BLOC1S6"	255.0	76.0	20.0	239.0	0.0	42.0	160.0	159.0
"WDR70"	31.0	0.0	0.0	217.0	0.0	0.0	0.0	59.0
"BLOC1S1"	811.0	1140.0	536.0	30.0	777.0	688.0	306.0	257.0
"BLOC1S2"	48.0	159.0	1.0	0.0	328.0	0.0	0.0	0.0
"BLOC1S3"	185.0	0.0	57.0	696.0	0.0	54.0	96.0	22.0
"HLA-DQA2"	0.0	0.0	0.0	487.0	0.0	0.0	1.0	320.0
"HLA-DQA1"	0.0	509.0	205.0	98.0	220.0	63.0	197.0	89.0
"LOC102724281"	80.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"WDR59"	35.0	253.0	53.0	195.0	343.0	13.0	306.0	151.0
"WDR52"	1.0	143.0	344.0	0.0	1.0	107.0	0.0	125.0
"WDR53"	0.0	0.0	0.0	120.0	0.0	155.0	27.0	0.0
"LOC102724285"	0.0	0.0	0.0	0.0	1.0	0.0	72.0	1.0
"FLJ44790"	0.0	0.0	192.0	0.0	0.0	158.0	0.0	0.0
"WDR54"	7.0	0.0	137.0	142.0	6.0	143.0	0.0	0.0
"LOC102724287"	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0
"LOC102724286"	0.0	108.0	0.0	0.0	154.0	0.0	0.0	44.0
"WDR55"	0.0	216.0	77.0	144.0	286.0	59.0	421.0	200.0
"XKR8"	0.0	122.0	100.0	560.0	2.0	276.0	142.0	29.0
"XKR9"	33.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR60"	167.0	212.0	0.0	513.0	0.0	162.0	174.0	104.0
"WDR5B"	0.0	87.0	34.0	38.0	0.0	99.0	0.0	0.0
"MKS1"	70.0	1.0	110.0	184.0	459.0	247.0	0.0	57.0
"XKR4"	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"XKR3"	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
"XKR6"	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0
"XKR5"	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"FANK1"	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0
"WDR49"	0.0	0.0	0.0	7.0	147.0	0.0	0.0	9.0
"WDR47"	0.0	107.0	0.0	0.0	0.0	23.0	0.0	47.0
"WDR48"	113.0	153.0	23.0	0.0	0.0	62.0	0.0	94.0
"MIR8063"	0.0	0.0	0.0	0.0	252.0	0.0	0.0	0.0
"PHF20"	0.0	274.0	0.0	0.0	0.0	0.0	8.0	2.0
"PHF23"	206.0	393.0	255.0	78.0	5.0	0.0	223.0	311.0
"WDR41"	95.0	381.0	116.0	113.0	0.0	0.0	56.0	89.0
"LOC102724212"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0
"LOC102724211"	0.0	119.0	0.0	49.0	0.0	0.0	0.0	0.0
"LOC102724214"	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0
"LOC102724213"	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR45"	289.0	631.0	430.0	1012.0	789.0	173.0	324.0	177.0
"WDR46"	718.0	290.0	396.0	77.0	782.0	429.0	465.0	581.0
"WDR43"	0.0	0.0	0.0	66.0	0.0	37.0	0.0	0.0
"LOC102724215"	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0
"ZNF725P"	0.0	0.0	20.0	23.0	0.0	0.0	0.0	13.0
"LOC102724217"	1.0	1.0	177.0	184.0	383.0	0.0	0.0	156.0
"LOC649166"	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0
"WDR38"	79.0	98.0	0.0	22.0	0.0	0.0	0.0	0.0
"HELLS"	0.0	58.0	121.0	56.0	690.0	0.0	113.0	37.0
"WDR36"	56.0	353.0	20.0	97.0	0.0	1.0	0.0	40.0
"WDR37"	175.0	181.0	45.0	145.0	0.0	38.0	224.0	446.0
"MIR8052"	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
"RP11-65J3.1"	95.0	269.0	0.0	1.0	0.0	0.0	0.0	109.0
"WDR31"	62.0	89.0	25.0	0.0	0.0	0.0	0.0	111.0
"LOC102724225"	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR34"	480.0	1091.0	564.0	276.0	1473.0	254.0	847.0	759.0
"USP30-AS1"	205.0	47.0	139.0	100.0	256.0	0.0	0.0	19.0
"WDR35"	0.0	57.0	98.0	90.0	1.0	70.0	1.0	0.0
"LOC102724221"	0.0	75.0	0.0	15.0	0.0	0.0	0.0	0.0
"DBH-AS1"	0.0	0.0	243.0	0.0	0.0	57.0	0.0	146.0
"WDR33"	66.0	429.0	157.0	433.0	508.0	358.0	555.0	652.0
"IGLJ2"	3425.0	5918.0	4163.0	759.0	4762.0	3675.0	1818.0	2487.0
"IGLJ3"	922.0	1252.0	752.0	329.0	1687.0	1326.0	633.0	878.0
"IGLJ1"	1564.0	1531.0	1235.0	748.0	1753.0	1515.0	556.0	1119.0
"KIFC2"	165.0	941.0	366.0	1.0	395.0	242.0	234.0	217.0
"KIFC1"	0.0	61.0	0.0	78.0	0.0	0.0	0.0	0.0
"ZNF724P"	0.0	0.0	0.0	0.0	262.0	0.0	0.0	0.0
"LOC102724228"	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0
"HNRNPMP1"	0.0	0.0	0.0	76.0	0.0	30.0	0.0	0.0
"KIFC3"	236.0	843.0	1.0	1205.0	139.0	153.0	186.0	364.0
"IGLJ7"	103.0	0.0	122.0	0.0	0.0	31.0	57.0	0.0
"HLA-DQB2"	59.0	187.0	35.0	157.0	0.0	59.0	0.0	102.0
"LOC100130488"	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
"HLA-DQB1"	733.0	642.0	249.0	175.0	179.0	250.0	156.0	287.0
"WDR27"	0.0	64.0	59.0	265.0	94.0	275.0	0.0	47.0
"WDR26"	104.0	203.0	0.0	591.0	0.0	114.0	0.0	109.0
"AP5Z1"	262.0	709.0	0.0	1008.0	35.0	40.0	131.0	389.0
"TSEN15P1"	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
"LOC100130490"	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0
"TRBV7-2"	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC102724234"	0.0	22.0	0.0	58.0	0.0	0.0	0.0	0.0
"LOC102724233"	0.0	0.0	155.0	0.0	0.0	126.0	0.0	0.0
"TRBV7-3"	0.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0
"WDR20"	21.0	196.0	0.0	439.0	422.0	76.0	68.0	118.0
"LOC102724235"	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
"TRBV7-1"	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0
"LOC102724230"	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0
"TRBV7-7"	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0
"WDR24"	205.0	816.0	311.0	236.0	363.0	131.0	435.0	287.0
"LOC102724232"	0.0	0.0	1.0	39.0	0.0	42.0	0.0	0.0
"LOC102724231"	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
"TRBV7-5"	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0
"POLRMTP1"	2.0	1.0	0.0	0.0	0.0	13.0	0.0	77.0
"TRBV7-9"	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
"LOC102724238"	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
"WDR16"	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0
"WDR17"	17.0	65.0	0.0	45.0	0.0	0.0	50.0	0.0
"WDR18"	420.0	1846.0	852.0	380.0	653.0	508.0	334.0	266.0
"WDR19"	0.0	211.0	11.0	5.0	0.0	53.0	241.0	0.0
"LOC400863"	0.0	0.0	0.0	4.0	0.0	33.0	0.0	0.0
"WDR12"	0.0	59.0	42.0	92.0	0.0	0.0	27.0	41.0
"WDR13"	1445.0	2341.0	1386.0	910.0	674.0	629.0	939.0	1244.0
"WDR11"	0.0	450.0	0.0	696.0	0.0	0.0	0.0	62.0
"IGLL5"	0.0	172.0	0.0	86.0	0.0	0.0	270.0	110.0
"PHF5A"	379.0	0.0	0.0	140.0	0.0	240.0	96.0	0.0
"LOC102724249"	0.0	93.0	0.0	146.0	0.0	0.0	0.0	0.0
"LOC102724248"	0.0	58.0	0.0	210.0	0.0	0.0	0.0	0.0
"MROH2A"	0.0	91.0	0.0	57.0	131.0	0.0	97.0	1.0
"RERGL"	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"N6AMT1"	0.0	537.0	14.0	86.0	45.0	132.0	0.0	0.0
"MROH2B"	0.0	0.0	0.0	101.0	0.0	80.0	73.0	0.0
"N6AMT2"	0.0	26.0	29.0	1.0	45.0	38.0	5.0	0.0
"PARK7"	666.0	1759.0	1086.0	1173.0	1241.0	585.0	840.0	1022.0
"PARK2"	0.0	158.0	0.0	0.0	0.0	18.0	134.0	0.0
"CSTP2"	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0
"CSTP1"	0.0	96.0	0.0	29.0	0.0	0.0	0.0	0.0
"CBWD4P"	90.0	1.0	37.0	151.0	99.0	1.0	58.0	18.0
"SLC26A11"	52.0	120.0	55.0	89.0	0.0	183.0	0.0	6.0
